shipment_id,order_id,dispatch_center_id,carrier_id,dispatch_date,shipped_date,promised_delivery_date,actual_delivery_date,delivery_status,delivery_days,delay_days
620,620,8,5,2024-01-26,2024-01-26,2024-01-30,2024-01-30,On-Time,4,0
621,621,4,5,2024-02-29,2024-02-29,2024-03-05,2024-03-05,On-Time,5,0
622,622,7,4,2024-03-19,2024-03-19,2024-03-20,2024-03-20,On-Time,1,0
623,623,7,2,2024-02-08,2024-02-08,2024-02-10,2024-02-10,On-Time,2,0
624,624,8,5,2024-01-28,2024-01-28,2024-02-01,2024-02-05,Delayed,8,4
625,625,7,2,2024-02-19,2024-02-19,2024-02-20,2024-02-20,On-Time,1,0
626,626,1,4,2024-01-23,2024-01-23,2024-01-24,2024-01-24,On-Time,1,0
627,627,8,5,2024-02-24,2024-02-24,2024-02-29,2024-02-29,On-Time,5,0
628,628,5,4,2024-01-29,2024-01-29,2024-01-31,2024-01-31,On-Time,2,0
629,629,7,1,2024-01-11,2024-01-11,2024-01-14,2024-01-14,On-Time,3,0
630,630,2,2,2024-01-07,2024-01-07,2024-01-09,2024-01-09,On-Time,2,0
631,631,6,5,2024-03-08,2024-03-08,2024-03-12,2024-03-12,On-Time,4,0
632,632,1,2,2024-01-16,2024-01-16,2024-01-18,2024-01-22,Delayed,6,4
633,633,7,3,2024-02-03,2024-02-03,2024-02-06,2024-02-06,On-Time,3,0
634,634,5,2,2024-01-29,2024-01-29,2024-01-31,2024-01-31,On-Time,2,0
635,635,2,3,2024-01-08,2024-01-08,2024-01-11,2024-01-11,On-Time,3,0
636,636,1,2,2024-02-28,2024-02-28,2024-03-01,2024-03-02,Delayed,3,1
637,637,4,3,2024-02-25,2024-02-25,2024-02-29,2024-02-29,On-Time,4,0
638,638,2,5,2024-01-14,2024-01-14,2024-01-19,2024-01-19,On-Time,5,0
639,639,6,2,2024-01-24,2024-01-24,2024-01-25,2024-01-25,On-Time,1,0
640,640,5,4,2024-01-29,2024-01-29,2024-01-30,,Cancelled,0,0
641,641,7,2,2024-02-15,2024-02-15,2024-02-16,2024-02-16,On-Time,1,0
642,642,1,5,2024-01-02,2024-01-02,2024-01-07,2024-01-09,Delayed,7,2
643,643,6,4,2024-03-09,2024-03-09,2024-03-11,2024-03-11,On-Time,2,0
644,644,7,2,2024-01-02,2024-01-02,2024-01-04,2024-01-04,On-Time,2,0
645,645,5,5,2024-03-01,2024-03-01,2024-03-05,2024-03-05,On-Time,4,0
646,646,5,5,2024-04-01,2024-04-01,2024-04-05,2024-04-05,On-Time,4,0
647,647,6,3,2024-01-28,2024-01-28,2024-02-01,,Cancelled,0,0
648,648,1,4,2024-03-23,2024-03-23,2024-03-24,2024-03-24,On-Time,1,0
649,649,8,1,2024-02-25,2024-02-25,2024-02-28,2024-02-28,On-Time,3,0
650,650,1,1,2024-02-03,2024-02-03,2024-02-06,2024-02-06,On-Time,3,0
651,651,3,4,2024-02-03,2024-02-03,2024-02-04,2024-02-04,On-Time,1,0
652,652,2,2,2024-03-20,2024-03-20,2024-03-21,2024-03-21,On-Time,1,0
653,653,8,3,2024-03-19,2024-03-19,2024-03-23,2024-03-23,On-Time,4,0
654,654,5,5,2024-03-16,2024-03-16,2024-03-20,2024-03-20,On-Time,4,0
655,655,7,4,2024-02-01,2024-02-01,2024-02-03,2024-02-03,On-Time,2,0
656,656,7,5,2024-02-17,2024-02-17,2024-02-21,2024-02-21,On-Time,4,0
657,657,3,4,2024-03-26,2024-03-26,2024-03-27,2024-03-27,On-Time,1,0
658,658,7,3,2024-02-09,2024-02-09,2024-02-12,2024-02-12,On-Time,3,0
659,659,2,3,2024-01-24,2024-01-24,2024-01-27,2024-01-27,On-Time,3,0
660,660,1,4,2024-01-24,2024-01-24,2024-01-26,2024-01-26,On-Time,2,0
661,661,3,2,2024-03-29,2024-03-29,2024-03-31,2024-03-31,On-Time,2,0
662,662,1,1,2024-02-13,2024-02-13,2024-02-16,2024-02-16,On-Time,3,0
663,663,7,5,2024-03-02,2024-03-02,2024-03-07,2024-03-07,On-Time,5,0
664,664,6,1,2024-01-26,2024-01-26,2024-01-28,2024-01-31,Delayed,5,3
665,665,5,3,2024-02-15,2024-02-15,2024-02-18,2024-02-18,On-Time,3,0
666,666,7,1,2024-02-17,2024-02-17,2024-02-19,2024-02-22,Delayed,5,3
667,667,5,4,2024-03-19,2024-03-19,2024-03-21,2024-03-21,On-Time,2,0
668,668,6,5,2024-03-24,2024-03-24,2024-03-29,2024-03-29,On-Time,5,0
669,669,5,3,2024-03-11,2024-03-11,2024-03-15,2024-03-15,On-Time,4,0
670,670,2,3,2024-02-13,2024-02-13,2024-02-16,2024-02-16,On-Time,3,0
671,671,7,5,2024-01-13,2024-01-13,2024-01-18,2024-01-18,On-Time,5,0
672,672,1,1,2024-03-15,2024-03-15,2024-03-18,2024-03-21,Delayed,6,3
673,673,6,3,2024-03-29,2024-03-29,2024-04-02,2024-04-02,On-Time,4,0
674,674,6,3,2024-03-01,2024-03-01,2024-03-04,2024-03-04,On-Time,3,0
675,675,8,5,2024-01-16,2024-01-16,2024-01-21,2024-01-21,On-Time,5,0
676,676,6,3,2024-01-12,2024-01-12,2024-01-16,2024-01-16,On-Time,4,0
677,677,3,2,2024-03-09,2024-03-09,2024-03-10,2024-03-10,On-Time,1,0
678,678,1,5,2024-02-02,2024-02-02,2024-02-07,2024-02-07,On-Time,5,0
679,679,2,3,2024-03-27,2024-03-27,2024-03-30,2024-03-30,On-Time,3,0
680,680,1,2,2024-02-18,2024-02-18,2024-02-20,2024-02-20,On-Time,2,0
681,681,2,5,2024-01-18,2024-01-18,2024-01-22,,Cancelled,0,0
682,682,8,5,2024-02-11,2024-02-11,2024-02-16,2024-02-16,On-Time,5,0
683,683,6,2,2024-01-20,2024-01-20,2024-01-21,2024-01-21,On-Time,1,0
684,684,5,1,2024-01-30,2024-01-30,2024-02-01,2024-02-01,On-Time,2,0
685,685,3,5,2024-02-29,2024-02-29,2024-03-04,2024-03-04,On-Time,4,0
686,686,1,4,2024-02-03,2024-02-03,2024-02-04,2024-02-04,On-Time,1,0
687,687,1,3,2024-03-18,2024-03-18,2024-03-22,2024-03-22,On-Time,4,0
688,688,3,3,2024-01-12,2024-01-12,2024-01-15,2024-01-15,On-Time,3,0
689,689,2,3,2024-01-26,2024-01-26,2024-01-30,,Cancelled,0,0
690,690,6,4,2024-01-19,2024-01-19,2024-01-21,2024-01-21,On-Time,2,0
691,691,3,5,2024-03-15,2024-03-15,2024-03-20,2024-03-20,On-Time,5,0
692,692,3,3,2024-03-01,2024-03-01,2024-03-04,2024-03-04,On-Time,3,0
693,693,1,3,2024-01-04,2024-01-04,2024-01-08,2024-01-08,On-Time,4,0
694,694,6,3,2024-03-13,2024-03-13,2024-03-16,2024-03-16,On-Time,3,0
695,695,4,2,2024-03-19,2024-03-19,2024-03-21,2024-03-21,On-Time,2,0
696,696,6,4,2024-01-11,2024-01-11,2024-01-12,2024-01-12,On-Time,1,0
697,697,4,2,2024-04-02,2024-04-02,2024-04-03,2024-04-03,On-Time,1,0
698,698,6,1,2024-03-21,2024-03-21,2024-03-23,2024-03-23,On-Time,2,0
699,699,3,3,2024-02-23,2024-02-23,2024-02-27,2024-02-27,On-Time,4,0
700,700,6,1,2024-01-16,2024-01-16,2024-01-18,2024-01-18,On-Time,2,0
701,701,8,2,2024-03-31,2024-03-31,2024-04-01,2024-04-01,On-Time,1,0
702,702,7,1,2024-01-27,2024-01-27,2024-01-30,2024-02-01,Delayed,5,2
703,703,1,1,2024-03-15,2024-03-15,2024-03-17,2024-03-17,On-Time,2,0
704,704,7,2,2024-02-19,2024-02-19,2024-02-21,2024-02-24,Delayed,5,3
705,705,4,2,2024-03-05,2024-03-05,2024-03-07,2024-03-07,On-Time,2,0
706,706,5,2,2024-01-13,2024-01-13,2024-01-15,2024-01-15,On-Time,2,0
707,707,7,3,2024-01-25,2024-01-25,2024-01-29,2024-01-29,On-Time,4,0
708,708,1,3,2024-03-26,2024-03-26,2024-03-29,,Cancelled,0,0
709,709,5,3,2024-03-11,2024-03-11,2024-03-15,2024-03-15,On-Time,4,0
710,710,8,2,2024-03-19,2024-03-19,2024-03-21,2024-03-21,On-Time,2,0
711,711,2,5,2024-02-10,2024-02-10,2024-02-15,2024-02-15,On-Time,5,0
712,712,1,4,2024-01-07,2024-01-07,2024-01-09,2024-01-09,On-Time,2,0
713,713,8,3,2024-03-08,2024-03-08,2024-03-11,2024-03-11,On-Time,3,0
714,714,1,3,2024-01-24,2024-01-24,2024-01-27,2024-01-29,Delayed,5,2
715,715,6,2,2024-03-12,2024-03-12,2024-03-14,2024-03-14,On-Time,2,0
716,716,5,4,2024-03-14,2024-03-14,2024-03-16,2024-03-16,On-Time,2,0
717,717,8,5,2024-02-29,2024-02-29,2024-03-05,2024-03-05,On-Time,5,0
718,718,6,2,2024-03-12,2024-03-12,2024-03-14,2024-03-14,On-Time,2,0
719,719,6,3,2024-01-14,2024-01-14,2024-01-18,2024-01-18,On-Time,4,0
720,720,1,3,2024-01-27,2024-01-27,2024-01-30,2024-01-30,On-Time,3,0
721,721,4,1,2024-02-07,2024-02-07,2024-02-10,2024-02-10,On-Time,3,0
722,722,6,1,2024-01-13,2024-01-13,2024-01-16,2024-01-16,On-Time,3,0
723,723,7,2,2024-01-11,2024-01-11,2024-01-12,2024-01-12,On-Time,1,0
724,724,6,1,2024-01-04,2024-01-04,2024-01-07,2024-01-07,On-Time,3,0
725,725,4,1,2024-02-16,2024-02-16,2024-02-18,2024-02-18,On-Time,2,0
726,726,3,2,2024-01-08,2024-01-08,2024-01-10,2024-01-10,On-Time,2,0
727,727,1,2,2024-01-19,2024-01-19,2024-01-20,2024-01-20,On-Time,1,0
728,728,3,3,2024-02-27,2024-02-27,2024-03-02,2024-03-06,Delayed,8,4
729,729,1,5,2024-03-04,2024-03-04,2024-03-09,2024-03-09,On-Time,5,0
730,730,7,4,2024-03-01,2024-03-01,2024-03-02,2024-03-02,On-Time,1,0
731,731,6,5,2024-01-12,2024-01-12,2024-01-16,2024-01-16,On-Time,4,0
732,732,1,5,2024-03-17,2024-03-17,2024-03-21,2024-03-21,On-Time,4,0
733,733,5,2,2024-01-28,2024-01-28,2024-01-30,2024-01-30,On-Time,2,0
734,734,1,3,2024-01-22,2024-01-22,2024-01-26,2024-01-26,On-Time,4,0
735,735,2,1,2024-03-06,2024-03-06,2024-03-08,2024-03-08,On-Time,2,0
736,736,5,4,2024-01-25,2024-01-25,2024-01-26,2024-01-26,On-Time,1,0
737,737,5,2,2024-01-07,2024-01-07,2024-01-09,2024-01-13,Delayed,6,4
738,738,6,1,2024-03-09,2024-03-09,2024-03-12,2024-03-12,On-Time,3,0
739,739,1,1,2024-01-15,2024-01-15,2024-01-18,2024-01-18,On-Time,3,0
740,740,1,1,2024-02-10,2024-02-10,2024-02-12,2024-02-12,On-Time,2,0
741,741,3,5,2024-03-23,2024-03-23,2024-03-27,2024-03-30,Delayed,7,3
742,742,4,3,2024-02-17,2024-02-17,2024-02-21,2024-02-21,On-Time,4,0
743,743,8,5,2024-03-13,2024-03-13,2024-03-18,2024-03-18,On-Time,5,0
744,744,1,5,2024-03-13,2024-03-13,2024-03-17,2024-03-17,On-Time,4,0
745,745,2,1,2024-02-14,2024-02-14,2024-02-17,2024-02-17,On-Time,3,0
746,746,2,4,2024-03-06,2024-03-06,2024-03-08,2024-03-08,On-Time,2,0
747,747,7,1,2024-03-20,2024-03-20,2024-03-22,2024-03-22,On-Time,2,0
748,748,6,3,2024-03-30,2024-03-30,2024-04-03,2024-04-03,On-Time,4,0
749,749,1,1,2024-01-29,2024-01-29,2024-02-01,2024-02-01,On-Time,3,0
750,750,4,1,2024-01-05,2024-01-05,2024-01-08,2024-01-09,Delayed,4,1
751,751,7,2,2024-04-01,2024-04-01,2024-04-02,2024-04-02,On-Time,1,0
752,752,5,4,2024-01-18,2024-01-18,2024-01-19,2024-01-19,On-Time,1,0
753,753,3,4,2024-03-13,2024-03-13,2024-03-14,2024-03-14,On-Time,1,0
754,754,6,1,2024-02-19,2024-02-19,2024-02-21,2024-02-21,On-Time,2,0
755,755,1,1,2024-02-27,2024-02-27,2024-02-29,2024-03-01,Delayed,3,1
756,756,1,5,2024-03-06,2024-03-06,2024-03-11,2024-03-11,On-Time,5,0
757,757,3,3,2024-02-11,2024-02-11,2024-02-14,2024-02-14,On-Time,3,0
758,758,5,4,2024-01-24,2024-01-24,2024-01-26,2024-01-26,On-Time,2,0
759,759,2,3,2024-02-03,2024-02-03,2024-02-07,2024-02-07,On-Time,4,0
760,760,1,5,2024-02-16,2024-02-16,2024-02-21,2024-02-21,On-Time,5,0
761,761,8,2,2024-03-09,2024-03-09,2024-03-10,2024-03-11,Delayed,2,1
762,762,1,1,2024-02-25,2024-02-25,2024-02-27,2024-02-27,On-Time,2,0
763,763,7,1,2024-03-02,2024-03-02,2024-03-05,2024-03-05,On-Time,3,0
764,764,3,2,2024-03-03,2024-03-03,2024-03-05,2024-03-05,On-Time,2,0
765,765,1,1,2024-03-02,2024-03-02,2024-03-04,2024-03-04,On-Time,2,0
766,766,2,1,2024-02-19,2024-02-19,2024-02-21,2024-02-21,On-Time,2,0
767,767,8,2,2024-01-25,2024-01-25,2024-01-26,2024-01-26,On-Time,1,0
768,768,6,2,2024-01-12,2024-01-12,2024-01-13,2024-01-13,On-Time,1,0
769,769,6,2,2024-01-04,2024-01-04,2024-01-05,2024-01-05,On-Time,1,0
770,770,5,5,2024-01-22,2024-01-22,2024-01-27,2024-01-27,On-Time,5,0
771,771,2,5,2024-02-15,2024-02-15,2024-02-20,2024-02-20,On-Time,5,0
772,772,6,5,2024-01-23,2024-01-23,2024-01-27,2024-01-31,Delayed,8,4
773,773,6,3,2024-01-24,2024-01-24,2024-01-27,,Cancelled,0,0
774,774,6,1,2024-03-11,2024-03-11,2024-03-14,2024-03-15,Delayed,4,1
775,775,1,3,2024-03-19,2024-03-19,2024-03-22,2024-03-22,On-Time,3,0
776,776,6,1,2024-02-15,2024-02-15,2024-02-18,2024-02-18,On-Time,3,0
777,777,2,2,2024-01-17,2024-01-17,2024-01-18,2024-01-18,On-Time,1,0
778,778,3,5,2024-03-22,2024-03-22,2024-03-26,2024-03-26,On-Time,4,0
779,779,6,3,2024-03-25,2024-03-25,2024-03-28,2024-03-28,On-Time,3,0
780,780,7,2,2024-01-20,2024-01-20,2024-01-22,2024-01-22,On-Time,2,0
781,781,5,4,2024-04-29,2024-04-29,2024-04-30,2024-05-02,Delayed,3,2
782,782,6,3,2024-05-24,2024-05-24,2024-05-27,2024-05-29,Delayed,5,2
783,783,4,1,2024-04-05,2024-04-05,2024-04-08,2024-04-08,On-Time,3,0
784,784,3,5,2024-04-15,2024-04-15,2024-04-19,2024-04-19,On-Time,4,0
785,785,3,3,2024-04-19,2024-04-19,2024-04-22,,Cancelled,0,0
786,786,8,4,2024-04-16,2024-04-16,2024-04-18,2024-04-18,On-Time,2,0
787,787,4,2,2024-04-24,2024-04-24,2024-04-25,2024-04-25,On-Time,1,0
788,788,1,5,2024-04-09,2024-04-09,2024-04-14,2024-04-14,On-Time,5,0
789,789,5,5,2024-04-19,2024-04-19,2024-04-24,2024-04-24,On-Time,5,0
790,790,3,5,2024-06-15,2024-06-15,2024-06-20,2024-06-20,On-Time,5,0
791,791,2,2,2024-05-29,2024-05-29,2024-05-31,2024-05-31,On-Time,2,0
792,792,4,2,2024-06-18,2024-06-18,2024-06-19,2024-06-19,On-Time,1,0
793,793,5,1,2024-06-15,2024-06-15,2024-06-18,2024-06-18,On-Time,3,0
794,794,1,1,2024-06-14,2024-06-14,2024-06-17,2024-06-17,On-Time,3,0
795,795,5,4,2024-04-04,2024-04-04,2024-04-06,2024-04-06,On-Time,2,0
796,796,5,2,2024-07-02,2024-07-02,2024-07-03,2024-07-03,On-Time,1,0
797,797,4,4,2024-06-28,2024-06-28,2024-06-29,2024-06-29,On-Time,1,0
798,798,6,4,2024-05-08,2024-05-08,2024-05-10,2024-05-10,On-Time,2,0
799,799,5,5,2024-06-21,2024-06-21,2024-06-25,2024-06-26,Delayed,5,1
800,800,8,3,2024-04-26,2024-04-26,2024-04-30,2024-04-30,On-Time,4,0
801,801,1,3,2024-04-28,2024-04-28,2024-05-01,2024-05-01,On-Time,3,0
802,802,1,3,2024-05-25,2024-05-25,2024-05-29,2024-05-29,On-Time,4,0
803,803,4,1,2024-06-06,2024-06-06,2024-06-08,2024-06-08,On-Time,2,0
804,804,1,3,2024-06-16,2024-06-16,2024-06-19,2024-06-19,On-Time,3,0
805,805,4,5,2024-06-06,2024-06-06,2024-06-10,2024-06-10,On-Time,4,0
806,806,4,3,2024-05-26,2024-05-26,2024-05-29,2024-05-29,On-Time,3,0
807,807,1,2,2024-06-07,2024-06-07,2024-06-09,2024-06-12,Delayed,5,3
808,808,6,1,2024-04-04,2024-04-04,2024-04-07,2024-04-07,On-Time,3,0
809,809,5,5,2024-04-29,2024-04-29,2024-05-04,2024-05-04,On-Time,5,0
810,810,1,5,2024-06-15,2024-06-15,2024-06-19,2024-06-19,On-Time,4,0
811,811,5,5,2024-05-22,2024-05-22,2024-05-26,2024-05-26,On-Time,4,0
812,812,3,1,2024-06-23,2024-06-23,2024-06-25,2024-06-29,Delayed,6,4
813,813,3,4,2024-06-28,2024-06-28,2024-06-30,2024-06-30,On-Time,2,0
814,814,5,4,2024-06-15,2024-06-15,2024-06-17,2024-06-17,On-Time,2,0
815,815,6,5,2024-05-02,2024-05-02,2024-05-06,2024-05-06,On-Time,4,0
816,816,1,3,2024-06-10,2024-06-10,2024-06-13,2024-06-13,On-Time,3,0
817,817,7,5,2024-06-14,2024-06-14,2024-06-18,2024-06-18,On-Time,4,0
818,818,1,2,2024-05-01,2024-05-01,2024-05-03,2024-05-03,On-Time,2,0
819,819,4,1,2024-05-22,2024-05-22,2024-05-24,2024-05-24,On-Time,2,0
820,820,1,5,2024-04-13,2024-04-13,2024-04-18,2024-04-18,On-Time,5,0
821,821,5,4,2024-04-05,2024-04-05,2024-04-07,2024-04-07,On-Time,2,0
822,822,6,5,2024-05-10,2024-05-10,2024-05-15,2024-05-15,On-Time,5,0
823,823,6,2,2024-06-10,2024-06-10,2024-06-12,2024-06-12,On-Time,2,0
824,824,6,2,2024-05-31,2024-05-31,2024-06-01,2024-06-01,On-Time,1,0
825,825,6,2,2024-06-08,2024-06-08,2024-06-09,2024-06-09,On-Time,1,0
826,826,7,5,2024-06-16,2024-06-16,2024-06-20,2024-06-20,On-Time,4,0
827,827,1,3,2024-06-24,2024-06-24,2024-06-28,2024-06-28,On-Time,4,0
828,828,1,3,2024-04-30,2024-04-30,2024-05-04,2024-05-04,On-Time,4,0
829,829,1,3,2024-06-11,2024-06-11,2024-06-14,2024-06-14,On-Time,3,0
830,830,8,5,2024-05-20,2024-05-20,2024-05-25,2024-05-25,On-Time,5,0
831,831,7,5,2024-04-19,2024-04-19,2024-04-24,2024-04-28,Delayed,9,4
832,832,5,5,2024-04-24,2024-04-24,2024-04-29,2024-04-29,On-Time,5,0
833,833,6,1,2024-06-13,2024-06-13,2024-06-15,2024-06-15,On-Time,2,0
834,834,4,2,2024-06-18,2024-06-18,2024-06-20,2024-06-20,On-Time,2,0
835,835,1,3,2024-05-09,2024-05-09,2024-05-13,2024-05-13,On-Time,4,0
836,836,6,3,2024-04-05,2024-04-05,2024-04-08,2024-04-08,On-Time,3,0
837,837,6,2,2024-05-14,2024-05-14,2024-05-16,2024-05-16,On-Time,2,0
838,838,5,3,2024-06-21,2024-06-21,2024-06-24,2024-06-24,On-Time,3,0
839,839,6,5,2024-05-04,2024-05-04,2024-05-08,2024-05-08,On-Time,4,0
840,840,6,4,2024-06-24,2024-06-24,2024-06-25,2024-06-25,On-Time,1,0
841,841,6,4,2024-06-02,2024-06-02,2024-06-04,2024-06-04,On-Time,2,0
842,842,5,3,2024-05-16,2024-05-16,2024-05-20,,Cancelled,0,0
843,843,6,3,2024-04-27,2024-04-27,2024-04-30,2024-04-30,On-Time,3,0
844,844,5,4,2024-05-29,2024-05-29,2024-05-30,2024-05-30,On-Time,1,0
845,845,3,5,2024-06-30,2024-06-30,2024-07-04,2024-07-07,Delayed,7,3
846,846,2,1,2024-06-13,2024-06-13,2024-06-15,2024-06-15,On-Time,2,0
847,847,2,4,2024-05-23,2024-05-23,2024-05-24,2024-05-27,Delayed,4,3
848,848,3,2,2024-04-03,2024-04-03,2024-04-05,2024-04-05,On-Time,2,0
849,849,1,3,2024-05-20,2024-05-20,2024-05-24,2024-05-24,On-Time,4,0
850,850,5,2,2024-04-22,2024-04-22,2024-04-24,2024-04-24,On-Time,2,0
851,851,1,4,2024-06-19,2024-06-19,2024-06-20,2024-06-24,Delayed,5,4
852,852,6,2,2024-06-27,2024-06-27,2024-06-29,2024-07-01,Delayed,4,2
853,853,2,1,2024-06-10,2024-06-10,2024-06-12,2024-06-16,Delayed,6,4
854,854,6,3,2024-05-01,2024-05-01,2024-05-04,,Cancelled,0,0
855,855,1,4,2024-04-09,2024-04-09,2024-04-11,2024-04-11,On-Time,2,0
856,856,6,2,2024-05-06,2024-05-06,2024-05-08,2024-05-08,On-Time,2,0
857,857,3,2,2024-05-02,2024-05-02,2024-05-03,2024-05-03,On-Time,1,0
858,858,6,2,2024-06-08,2024-06-08,2024-06-09,2024-06-09,On-Time,1,0
859,859,1,5,2024-06-23,2024-06-23,2024-06-28,2024-06-28,On-Time,5,0
860,860,6,3,2024-06-23,2024-06-23,2024-06-26,2024-06-26,On-Time,3,0
861,861,6,3,2024-05-23,2024-05-23,2024-05-26,2024-05-26,On-Time,3,0
862,862,4,1,2024-06-12,2024-06-12,2024-06-15,2024-06-15,On-Time,3,0
863,863,8,3,2024-05-22,2024-05-22,2024-05-25,2024-05-25,On-Time,3,0
864,864,5,2,2024-06-29,2024-06-29,2024-06-30,2024-07-04,Delayed,5,4
865,865,1,2,2024-05-30,2024-05-30,2024-05-31,2024-05-31,On-Time,1,0
866,866,6,4,2024-04-05,2024-04-05,2024-04-07,2024-04-07,On-Time,2,0
867,867,6,1,2024-05-05,2024-05-05,2024-05-07,2024-05-07,On-Time,2,0
868,868,2,5,2024-06-29,2024-06-29,2024-07-04,2024-07-04,On-Time,5,0
869,869,1,2,2024-05-24,2024-05-24,2024-05-25,2024-05-25,On-Time,1,0
870,870,1,4,2024-05-19,2024-05-19,2024-05-21,2024-05-21,On-Time,2,0
871,871,4,5,2024-06-14,2024-06-14,2024-06-18,2024-06-18,On-Time,4,0
872,872,6,4,2024-05-09,2024-05-09,2024-05-11,2024-05-11,On-Time,2,0
873,873,5,3,2024-04-30,2024-04-30,2024-05-04,2024-05-06,Delayed,6,2
874,874,3,4,2024-04-20,2024-04-20,2024-04-21,2024-04-21,On-Time,1,0
875,875,4,2,2024-04-18,2024-04-18,2024-04-20,2024-04-20,On-Time,2,0
876,876,2,2,2024-05-09,2024-05-09,2024-05-10,2024-05-10,On-Time,1,0
877,877,6,1,2024-06-06,2024-06-06,2024-06-08,2024-06-11,Delayed,5,3
878,878,1,3,2024-04-06,2024-04-06,2024-04-10,2024-04-10,On-Time,4,0
879,879,8,4,2024-07-02,2024-07-02,2024-07-03,2024-07-03,On-Time,1,0
880,880,1,2,2024-04-03,2024-04-03,2024-04-04,2024-04-04,On-Time,1,0
881,881,5,1,2024-05-24,2024-05-24,2024-05-27,2024-05-27,On-Time,3,0
882,882,1,5,2024-07-02,2024-07-02,2024-07-06,2024-07-06,On-Time,4,0
883,883,6,3,2024-06-30,2024-06-30,2024-07-04,2024-07-04,On-Time,4,0
884,884,6,1,2024-04-18,2024-04-18,2024-04-21,2024-04-21,On-Time,3,0
885,885,8,3,2024-04-19,2024-04-19,2024-04-23,2024-04-23,On-Time,4,0
886,886,1,2,2024-06-06,2024-06-06,2024-06-07,2024-06-07,On-Time,1,0
887,887,8,5,2024-05-10,2024-05-10,2024-05-14,2024-05-14,On-Time,4,0
888,888,5,5,2024-06-06,2024-06-06,2024-06-11,2024-06-11,On-Time,5,0
889,889,5,4,2024-04-18,2024-04-18,2024-04-19,2024-04-19,On-Time,1,0
890,890,1,4,2024-05-08,2024-05-08,2024-05-09,2024-05-11,Delayed,3,2
891,891,2,3,2024-04-08,2024-04-08,2024-04-12,2024-04-12,On-Time,4,0
892,892,6,1,2024-04-21,2024-04-21,2024-04-24,2024-04-24,On-Time,3,0
893,893,1,4,2024-05-26,2024-05-26,2024-05-28,2024-05-31,Delayed,5,3
894,894,4,5,2024-06-06,2024-06-06,2024-06-11,2024-06-14,Delayed,8,3
895,895,6,2,2024-06-16,2024-06-16,2024-06-17,2024-06-17,On-Time,1,0
896,896,2,4,2024-04-28,2024-04-28,2024-04-30,2024-04-30,On-Time,2,0
897,897,8,5,2024-04-03,2024-04-03,2024-04-08,2024-04-08,On-Time,5,0
898,898,5,3,2024-05-05,2024-05-05,2024-05-08,,Cancelled,0,0
899,899,8,4,2024-06-01,2024-06-01,2024-06-02,2024-06-02,On-Time,1,0
900,900,5,2,2024-06-25,2024-06-25,2024-06-27,2024-06-27,On-Time,2,0
901,901,6,2,2024-06-23,2024-06-23,2024-06-25,2024-06-25,On-Time,2,0
902,902,1,5,2024-06-11,2024-06-11,2024-06-16,2024-06-20,Delayed,9,4
903,903,1,4,2024-06-16,2024-06-16,2024-06-18,2024-06-18,On-Time,2,0
904,904,8,2,2024-05-18,2024-05-18,2024-05-20,2024-05-20,On-Time,2,0
905,905,6,5,2024-05-29,2024-05-29,2024-06-03,2024-06-07,Delayed,9,4
906,906,6,3,2024-04-09,2024-04-09,2024-04-13,2024-04-13,On-Time,4,0
907,907,1,2,2024-06-17,2024-06-17,2024-06-18,2024-06-18,On-Time,1,0
908,908,6,2,2024-04-10,2024-04-10,2024-04-11,2024-04-11,On-Time,1,0
909,909,6,1,2024-05-24,2024-05-24,2024-05-27,2024-05-28,Delayed,4,1
910,910,5,1,2024-06-11,2024-06-11,2024-06-13,2024-06-17,Delayed,6,4
911,911,8,5,2024-05-30,2024-05-30,2024-06-04,2024-06-04,On-Time,5,0
912,912,8,5,2024-05-31,2024-05-31,2024-06-04,2024-06-04,On-Time,4,0
913,913,4,2,2024-05-15,2024-05-15,2024-05-17,2024-05-20,Delayed,5,3
914,914,5,5,2024-05-29,2024-05-29,2024-06-02,2024-06-02,On-Time,4,0
915,915,5,2,2024-06-09,2024-06-09,2024-06-11,2024-06-11,On-Time,2,0
916,916,8,4,2024-05-29,2024-05-29,2024-05-30,2024-05-30,On-Time,1,0
917,917,5,2,2024-06-22,2024-06-22,2024-06-23,2024-06-23,On-Time,1,0
918,918,3,3,2024-05-28,2024-05-28,2024-05-31,2024-05-31,On-Time,3,0
919,919,2,2,2024-06-25,2024-06-25,2024-06-27,2024-06-27,On-Time,2,0
920,920,7,5,2024-05-01,2024-05-01,2024-05-06,2024-05-06,On-Time,5,0
921,921,2,3,2024-05-11,2024-05-11,2024-05-14,2024-05-14,On-Time,3,0
922,922,1,1,2024-04-16,2024-04-16,2024-04-19,2024-04-19,On-Time,3,0
923,923,1,5,2024-05-02,2024-05-02,2024-05-06,2024-05-06,On-Time,4,0
924,924,6,3,2024-04-05,2024-04-05,2024-04-09,2024-04-09,On-Time,4,0
925,925,3,1,2024-06-22,2024-06-22,2024-06-25,2024-06-25,On-Time,3,0
926,926,5,3,2024-05-25,2024-05-25,2024-05-29,2024-05-29,On-Time,4,0
927,927,2,2,2024-04-20,2024-04-20,2024-04-21,2024-04-21,On-Time,1,0
928,928,8,1,2024-04-05,2024-04-05,2024-04-07,2024-04-07,On-Time,2,0
929,929,1,1,2024-04-10,2024-04-10,2024-04-13,2024-04-13,On-Time,3,0
